num__age,num__study_hours_per_day,num__attendance_percentage,num__sleep_hours,num__exercise_frequency,num__mental_health_rating,num__total_screen_time,nom__gender_Female,nom__gender_Male,nom__gender_Other,nom__part_time_job_No,nom__part_time_job_Yes,nom__internet_quality_Average,nom__internet_quality_Good,nom__internet_quality_Poor,nom__extracurricular_participation_No,nom__extracurricular_participation_Yes,ord__diet_quality,ord__parental_education_level
1.0845511356851483,-2.4180684399089243,0.09242597209247583,1.2481201190095639,1.4611664362363692,0.9001863721749737,-1.2665356540999513,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0
-0.21586989031622913,2.281706843990565,1.4016963357196162,-1.5256614383683815,1.4611664362363692,0.9001863721749737,0.48455057515141403,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0
0.21760378501756333,-1.4644908460742454,1.1355844731937745,1.2481201190095639,-1.0086889326553974,-1.5593392348604733,0.04677901783857315,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0845511356851483,-1.736941587169868,-1.3978004580522372,2.2271018451429554,0.47322428867966254,-1.5593392348604733,0.3594729873477455,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
-0.6493435656500216,0.9875658237863575,0.7204499676534626,-1.280916006835033,-0.020746785098690747,-1.5593392348604733,0.3594729873477455,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
1.5180248110189407,2.4860448998122817,-0.1311079924292305,0.7586292559428679,-1.0086889326553974,-0.5052568318452817,-1.891923593118296,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
0.21760378501756333,1.396241935429791,0.17758176810074483,0.02439296134282336,-0.514717858877044,-0.5052568318452817,-0.8913028906889443,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0
0.21760378501756333,0.5107770268690179,-0.6846206664829814,-1.5256614383683815,-1.5026600064337508,0.9001863721749737,-0.8287640967871097,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
1.0845511356851483,0.578889712142924,1.6890971472475254,0.5138838244095193,-0.020746785098690747,-1.5593392348604733,-0.26591495167059953,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0
-1.0828172409838142,0.8513404532385461,1.1994513201999775,0.8402110664539837,0.9671953624580159,1.6029079741851013,0.04677901783857315,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
-0.6493435656500216,0.7151150826907346,-0.6952651409840159,-0.546679712234989,-1.0086889326553974,-0.8566176328503455,0.1093178117404074,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0845511356851483,0.23832628577339543,-1.323289136545001,1.166538308498448,-0.514717858877044,-1.5593392348604733,0.3594729873477455,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
-0.6493435656500216,0.10210091522558434,-0.3227085334478377,-1.6072432488794972,-1.0086889326553974,1.2515471731800376,-1.141458066296282,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0
